ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,momrule,poploc,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,nsibs,relateg,age,sex,raceg,marst,school,educrec,schltype,occscore,sei,inctot,incwage,incfarm,incss,poverty,migrat5g,movedin,binaryClass
Owned_or_being_bought_(loan),400000.0,0.0,139120.0,1,1,1,1,0,0,0,0,1,1,6,4,0,1,0,Spouse,37.0,Female,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,26.0,47.0,3620.0,3520.0,0,0.0,501.0,Same_house,0,P
Rented,999999.0,875.0,28051.0,1,1,1,1,0,0,0,0,2,1,5,3,1,1,0,Head_Householder,38.0,Male,Other_Asian_or_Pacific,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,40.0,77.0,27227.0,27227.0,0,0.0,190.0,Moved_place_not_reported,2,P
Rented,999999.0,537.0,17000.0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,Head_Householder,33.0,Female,White,Divorced,Yes_in_school,1_to_3_years_of_college,Public_school,30.0,65.0,17000.0,17000.0,0,0.0,199.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),225000.0,0.0,108841.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,15.0,Male,White,Never_married_single,Yes_in_school,Grade_9,Public_school,0.0,0.0,0.0,999999.0,999999,0.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),225000.0,0.0,47251.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,11.0,Male,Other_Asian_or_Pacific,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,311.0,Moved_place_not_reported,0,P
Rented,999999.0,575.0,44453.0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,Head_Householder,84.0,Female,White,Never_married_single,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,17662.0,0.0,0,10511.0,501.0,Same_house,8,P
Owned_or_being_bought_(loan),187500.0,0.0,14597.0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Head_Householder,88.0,Female,White,Divorced,Yes_in_school,Grade_12,Public_school,0.0,0.0,7757.0,0.0,0,2076.0,195.0,Same_house,8,P
Rented,999999.0,487.0,18000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,49.0,Male,White,Separated,No_not_in_school,None_or_preschool,Not_enrolled,38.0,68.0,18000.0,18000.0,0,0.0,279.0,Moved_place_not_reported,2,P
Rented,999999.0,625.0,9880.0,1,1,1,1,1,1,2,1,0,0,4,0,0,1,1,Child,7.0,Female,White,Never_married_single,No_not_in_school,None_or_preschool,Not_enrolled,0.0,0.0,0.0,999999.0,999999,99999.0,79.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),225000.0,0.0,26460.0,1,0,1,1,3,2,0,0,0,0,4,0,0,1,0,Grandchild,18.0,Male,White,Never_married_single,Yes_in_school,Grade_11,Public_school,16.0,15.0,0.0,0.0,0,0.0,207.0,Moved_place_not_reported,0,P
Rented,999999.0,462.0,15189.0,1,0,1,0,1,1,0,0,0,0,5,0,0,1,3,Child,10.0,Female,Black_Negro,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,104.0,Moved_place_not_reported,0,P
Rented,999999.0,537.0,43000.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,21.0,Male,White,Married_spouse_present,Yes_in_school,1_to_3_years_of_college,Public_school,23.0,18.0,21000.0,21000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),5000.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,Head_Householder,35.0,Male,White,Never_married_single,Yes_in_school,Grade_9,Public_school,20.0,8.0,0.0,0.0,0,0.0,1.0,Same_house,1,P
Rented,999999.0,362.0,20382.0,1,0,2,0,0,0,0,0,0,0,3,1,0,1,0,Head_Householder,61.0,Female,White,Divorced,No_not_in_school,Grade_5-8,Not_enrolled,24.0,44.0,7590.0,0.0,0,7590.0,210.0,Same_house,7,P
Owned_or_being_bought_(loan),187500.0,0.0,72000.0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,Head_Householder,59.0,Male,White,Divorced,No_not_in_school,4+_years_of_college,Not_enrolled,46.0,84.0,72000.0,72000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Rented,999999.0,512.0,47958.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,35.0,Female,Black_Negro,Divorced,No_not_in_school,4+_years_of_college,Not_enrolled,19.0,46.0,47958.0,47908.0,0,0.0,501.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),187500.0,0.0,30000.0,1,1,1,1,0,0,0,0,1,1,5,3,1,1,0,Spouse,31.0,Female,White,Married_spouse_present,No_not_in_school,Grade_5-8,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,203.0,Moved_place_not_reported,0,P
Rented,999999.0,387.0,6720.0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,Head_Householder,21.0,Male,White,Never_married_single,Yes_in_school,Grade_9,Public_school,29.0,27.0,6720.0,6720.0,0,0.0,81.0,Moved_place_not_reported,1,P
Rented,999999.0,575.0,18000.0,3,0,1,1,0,0,0,0,0,0,6,3,1,1,0,Head_Householder,27.0,Male,White,Never_married_single,No_not_in_school,None_or_preschool,Not_enrolled,38.0,68.0,18000.0,18000.0,0,0.0,109.0,Same_house,1,P
Owned_or_being_bought_(loan),350000.0,0.0,73792.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,54.0,Male,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,41.0,68.0,58068.0,57883.0,0,0.0,501.0,Same_house,7,P
Rented,999999.0,575.0,3500.0,2,0,0,1,0,0,0,0,0,0,8,6,2,1,1,Head_Householder,38.0,Male,Black_Negro,Never_married_single,No_not_in_school,None_or_preschool,Not_enrolled,28.0,22.0,0.0,0.0,0,0.0,17.0,Moved_place_not_reported,6,N
Owned_or_being_bought_(loan),225000.0,0.0,78800.0,1,1,2,1,2,1,1,1,0,0,5,0,0,1,1,Child,8.0,Female,White,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,501.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),95000.0,0.0,62400.0,1,1,1,1,2,1,1,1,0,0,8,0,0,1,4,Child,11.0,Male,Black_Negro,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,287.0,Same_house,0,P
Owned_or_being_bought_(loan),72500.0,0.0,32237.0,1,1,0,0,0,0,0,0,1,2,2,0,0,1,0,Spouse,46.0,Male,Black_Negro,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,26.0,72.0,31730.0,31700.0,0,0.0,388.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),275000.0,0.0,42250.0,1,1,1,1,2,1,1,1,0,0,3,0,0,1,0,Child,23.0,Female,White,Married_spouse_absent,No_not_in_school,1_to_3_years_of_college,Not_enrolled,41.0,68.0,14000.0,14000.0,0,0.0,436.0,Same_house,0,P
Owned_or_being_bought_(loan),95000.0,0.0,36000.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,32.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,29.0,27.0,30000.0,30000.0,0,0.0,434.0,Same_house,5,P
Owned_or_being_bought_(loan),162500.0,0.0,42532.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,71.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,25.0,44.0,42532.0,0.0,0,11867.0,501.0,Same_house,8,P
Rented,999999.0,875.0,34000.0,1,1,1,1,0,0,0,0,1,1,10,5,4,1,3,Spouse,22.0,Female,White,Married_spouse_present,Yes_in_school,Grade_10,Public_school,0.0,0.0,0.0,0.0,0,0.0,136.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),225000.0,0.0,19212.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,17.0,Female,White,Never_married_single,Yes_in_school,Grade_11,Public_school,24.0,47.0,995.0,995.0,0,0.0,148.0,Same_house,0,P
Rented,999999.0,1000.0,25632.0,1,2,2,2,2,1,1,1,0,0,7,0,0,1,1,Child,8.0,Female,White,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,128.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),162500.0,0.0,15000.0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,59.0,Male,White,Divorced,Yes_in_school,1_to_3_years_of_college,Public_school,31.0,33.0,15000.0,15000.0,0,0.0,233.0,Same_house,7,P
Owned_or_being_bought_(loan),275000.0,0.0,12000.0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,Other_non-relatives,34.0,Male,White,Divorced,No_not_in_school,Grade_11,Not_enrolled,23.0,16.0,16000.0,0.0,0,0.0,248.0,Same_house,0,P
Rented,999999.0,1000.0,25500.0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,Other_non-relatives,26.0,Male,White,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,61.0,93.0,65000.0,65000.0,0,0.0,501.0,Moved_place_not_reported,0,P
Rented,999999.0,875.0,40920.0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Partner_friend_visitor,36.0,Female,White,Divorced,No_not_in_school,Grade_12,Not_enrolled,42.0,84.0,40700.0,40500.0,0,0.0,501.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),225000.0,0.0,183515.0,1,0,0,1,0,0,1,1,0,0,3,0,0,1,1,Child,25.0,Female,White,Divorced,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,501.0,Moved_place_not_reported,0,P
Rented,999999.0,875.0,67020.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,11.0,Female,White,Never_married_single,Yes_in_school,Grade_1-4,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,453.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),350000.0,0.0,52211.0,1,2,2,2,0,0,0,0,1,2,6,1,0,1,0,Spouse,73.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,19835.0,0.0,0,8950.0,299.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),350000.0,0.0,36547.0,1,1,1,1,0,0,0,0,2,1,3,1,0,1,0,Head_Householder,60.0,Male,Other_Asian_or_Pacific,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,20.0,9.0,23662.0,23662.0,0,0.0,366.0,Moved_place_not_reported,2,P
Rented,999999.0,675.0,0.0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,Head_Householder,19.0,Female,Other_Asian_or_Pacific,Never_married_single,Yes_in_school,Grade_12,Private_school_(19601990),0.0,0.0,0.0,0.0,0,0.0,1.0,Moved_place_not_reported,1,P
Rented,999999.0,312.0,13680.0,1,1,1,1,2,1,1,1,0,0,3,0,0,1,0,Child,16.0,Male,White,Never_married_single,No_not_in_school,Grade_5-8,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,137.0,Moved_place_not_reported,0,P
Rented,999999.0,625.0,15029.0,1,0,0,1,0,0,1,1,0,0,4,0,0,1,2,Child,7.0,Female,White,Never_married_single,No_not_in_school,Grade_1-4,Not_enrolled,0.0,0.0,0.0,999999.0,999999,99999.0,119.0,Moved_place_not_reported,0,P
Rented,999999.0,537.0,1200.0,1,0,1,0,1,1,0,0,0,0,5,0,0,1,2,Child,15.0,Male,White,Never_married_single,Yes_in_school,Grade_9,Public_school,0.0,0.0,0.0,999999.0,999999,0.0,8.0,Same_house,0,P
Rented,999999.0,1.0,1946.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,64.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,379.0,0.0,0,379.0,23.0,Same_house,0,P
Owned_or_being_bought_(loan),187500.0,0.0,62756.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,32.0,Male,White,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,25.0,52.0,62756.0,62756.0,0,0.0,501.0,Moved_place_not_reported,1,P
Owned_or_being_bought_(loan),400000.0,0.0,100000.0,1,1,1,1,0,0,0,0,2,1,4,2,0,1,0,Head_Householder,39.0,Male,White,Married_spouse_present,Yes_in_school,4+_years_of_college,Private_school_(19601990),41.0,68.0,50000.0,50000.0,0,0.0,501.0,Same_house,5,P
Rented,999999.0,537.0,1468.0,1,1,1,1,2,1,1,1,0,0,7,0,0,1,4,Child,14.0,Male,White,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,8.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,116649.0,1,1,1,1,0,0,0,0,2,1,3,1,0,1,0,Head_Householder,45.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,41.0,68.0,65550.0,65125.0,0,0.0,501.0,Moved_place_not_reported,1,P
Owned_or_being_bought_(loan),112500.0,0.0,44150.0,1,1,1,0,0,0,0,0,2,1,3,0,0,1,0,Head_Householder,51.0,Male,White,Married_spouse_present,No_not_in_school,Grade_10,Not_enrolled,25.0,15.0,38000.0,38000.0,0,0.0,455.0,Same_house,7,P
Rented,999999.0,312.0,18000.0,1,1,1,1,0,0,0,0,2,1,5,3,0,1,0,Head_Householder,41.0,Male,White,Married_spouse_present,No_not_in_school,Grade_1-4,Not_enrolled,16.0,15.0,18000.0,18000.0,0,0.0,122.0,Same_house,6,P
Owned_or_being_bought_(loan),400000.0,0.0,52865.0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,0,Child,16.0,Male,White,Never_married_single,Yes_in_school,Grade_9,Public_school,20.0,8.0,865.0,865.0,0,0.0,501.0,Same_house,0,P
Rented,999999.0,1000.0,11189.0,1,0,1,0,0,0,0,0,0,0,8,0,0,1,2,Sibling,14.0,Male,Black_Negro,Never_married_single,No_not_in_school,Grade_11,Not_enrolled,0.0,0.0,0.0,999999.0,999999,99999.0,55.0,Moved_place_not_reported,0,P
Rented,999999.0,162.0,7488.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,75.0,Female,White,Widowed,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,7488.0,0.0,0,7488.0,126.0,Moved_place_not_reported,1,P
Owned_or_being_bought_(loan),95000.0,0.0,55291.0,1,1,2,1,0,0,0,0,1,1,5,1,0,1,0,Spouse,70.0,Female,White,Married_spouse_present,No_not_in_school,Grade_10,Not_enrolled,11.0,11.0,29313.0,3223.0,0,23090.0,358.0,Same_house,0,P
Rented,999999.0,537.0,15000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,23.0,Male,White,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,49.0,87.0,15000.0,15000.0,0,0.0,233.0,Moved_place_not_reported,1,P
Rented,999999.0,512.0,12000.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,51.0,Female,Black_Negro,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,145.0,Same_house,0,P
Rented,999999.0,412.0,64373.0,2,0,2,0,1,1,0,0,0,0,7,0,0,1,1,Child,30.0,Male,Black_Negro,Never_married_single,No_not_in_school,Grade_10,Not_enrolled,25.0,15.0,10400.0,10400.0,0,0.0,320.0,Same_house,0,P
Owned_or_being_bought_(loan),225000.0,0.0,123515.0,1,1,2,1,5,1,0,0,2,1,5,2,0,1,0,Head_Householder,50.0,Male,Other_Asian_or_Pacific,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,79.0,92.0,123515.0,0.0,0,0.0,501.0,Moved_place_not_reported,2,P
Rented,999999.0,462.0,15000.0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Other_relatives,66.0,Female,White,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,29.0,72.0,15000.0,15000.0,0,0.0,200.0,Moved_place_not_reported,0,N
Owned_or_being_bought_(loan),37500.0,0.0,57600.0,1,1,1,1,0,0,0,0,2,1,3,1,0,1,0,Head_Householder,39.0,Male,Chinese,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,41.0,68.0,33600.0,33600.0,0,0.0,501.0,Same_house,5,P
Rented,999999.0,512.0,26500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,35.0,Male,White,Separated,No_not_in_school,Grade_12,Not_enrolled,35.0,49.0,26500.0,26500.0,0,0.0,411.0,Moved_place_not_reported,2,P
Rented,999999.0,462.0,16800.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,40.0,Male,Black_Negro,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,24.0,44.0,16800.0,16800.0,0,0.0,260.0,Same_house,5,P
Owned_or_being_bought_(loan),400000.0,0.0,160515.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,47.0,Female,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,22.0,61.0,22000.0,22000.0,0,0.0,501.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,222839.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,7.0,Female,White,Never_married_single,Yes_in_school,Grade_1-4,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),112500.0,0.0,42000.0,1,1,1,1,0,0,0,0,0,0,7,0,0,1,1,Sibling,18.0,Female,White,Never_married_single,No_not_in_school,Grade_9,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,218.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),350000.0,0.0,46431.0,1,1,1,1,0,0,0,0,2,1,3,1,0,1,0,Head_Householder,61.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,29.0,34.0,37731.0,0.0,0,0.0,479.0,Same_house,6,P
Owned_or_being_bought_(loan),137500.0,0.0,74000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,43.0,Male,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,32.0,39.0,74000.0,50000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),137500.0,0.0,65400.0,1,1,1,1,0,0,0,0,1,1,3,1,1,1,0,Spouse,24.0,Female,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,46.0,84.0,40400.0,40000.0,0,0.0,501.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),225000.0,0.0,84000.0,1,1,1,1,0,0,0,0,1,2,3,1,0,1,0,Spouse,38.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,35.0,62.0,84000.0,84000.0,0,0.0,501.0,Moved_place_not_reported,0,P
Rented,999999.0,675.0,19000.0,2,0,2,1,0,0,0,0,0,0,3,1,0,1,0,Head_Householder,53.0,Female,White,Divorced,No_not_in_school,1_to_3_years_of_college,Not_enrolled,22.0,45.0,19000.0,19000.0,0,0.0,190.0,Same_house,5,P
Rented,999999.0,625.0,35149.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,70.0,Female,White,Widowed,No_not_in_school,4+_years_of_college,Not_enrolled,31.0,65.0,35149.0,0.0,0,3646.0,501.0,Same_house,6,P
Rented,999999.0,575.0,26339.0,2,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,22.0,Female,Other_Asian_or_Pacific,Never_married_single,Yes_in_school,1_to_3_years_of_college,Public_school,31.0,53.0,11150.0,10000.0,0,0.0,168.0,Moved_place_not_reported,0,P
Rented,999999.0,725.0,14803.0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Other_non-relatives,29.0,Female,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,24.0,47.0,8800.0,8800.0,0,0.0,136.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),350000.0,0.0,92000.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,18.0,Male,White,Never_married_single,Yes_in_school,Grade_11,Public_school,20.0,8.0,2000.0,2000.0,0,0.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),275000.0,0.0,29560.0,1,2,2,2,0,0,0,0,5,1,6,1,0,1,0,Parent,58.0,Female,White,Married_spouse_present,No_not_in_school,Grade_5-8,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,169.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),137500.0,0.0,21600.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,65.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,32.0,34.0,13600.0,12000.0,0,1600.0,288.0,Same_house,6,P
Rented,999999.0,725.0,53000.0,1,1,1,1,0,0,0,0,2,1,4,2,0,1,0,Head_Householder,48.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,30.0,24.0,26000.0,26000.0,0,0.0,408.0,Same_house,2,P
Rented,999999.0,312.0,21480.0,1,1,1,2,0,0,0,0,0,0,9,3,0,1,0,Parent-in-Law,49.0,Male,White,Widowed,No_not_in_school,Grade_10,Not_enrolled,17.0,8.0,4140.0,4140.0,0,0.0,80.0,Moved_place_not_reported,0,P
Rented,999999.0,1.0,7200.0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,28.0,Male,White,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,20.0,9.0,7200.0,7200.0,0,0.0,112.0,Same_house,2,P
Owned_or_being_bought_(loan),187500.0,0.0,97720.0,1,1,1,1,2,1,1,1,0,0,3,0,0,1,0,Child,24.0,Male,White,Never_married_single,Yes_in_school,1_to_3_years_of_college,Public_school,13.0,44.0,6020.0,6000.0,0,0.0,501.0,Same_house,0,P
Rented,999999.0,462.0,11184.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,54.0,Female,Black_Negro,Divorced,No_not_in_school,1_to_3_years_of_college,Not_enrolled,22.0,51.0,11184.0,11184.0,0,0.0,173.0,Same_house,2,N
Rented,999999.0,875.0,1200.0,1,0,1,0,1,1,0,0,0,0,8,0,0,1,2,Child,12.0,Female,Black_Negro,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,6.0,Same_house,0,P
Rented,999999.0,1000.0,30070.0,1,0,0,1,0,0,1,1,0,0,2,0,0,1,0,Child,5.0,Male,White,Never_married_single,Yes_in_school,None_or_preschool,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,352.0,Moved_place_not_reported,0,P
Rented,999999.0,487.0,638.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,74.0,Female,White,Widowed,No_not_in_school,Grade_12,Not_enrolled,17.0,13.0,638.0,638.0,0,0.0,11.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),350000.0,0.0,54047.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,67.0,Female,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,0.0,0.0,12397.0,0.0,0,3743.0,501.0,Same_house,0,P
Rented,999999.0,462.0,7000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,51.0,Male,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,24.0,47.0,7000.0,7000.0,0,0.0,109.0,Same_house,6,N
Owned_or_being_bought_(loan),42499.0,0.0,50800.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,26.0,Male,White,Never_married_single,No_not_in_school,Grade_12,Not_enrolled,22.0,51.0,8800.0,6300.0,0,0.0,391.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),225000.0,0.0,70729.0,1,1,1,1,2,1,1,1,0,0,3,0,0,1,0,Child,17.0,Female,White,Never_married_single,Yes_in_school,Grade_11,Public_school,11.0,16.0,199.0,199.0,0,0.0,501.0,Moved_place_not_reported,0,P
Rented,999999.0,437.0,9700.0,2,0,0,1,0,0,0,0,0,0,1,0,0,2,0,Partner_friend_visitor,22.0,Female,White,Never_married_single,No_not_in_school,Grade_12,Not_enrolled,24.0,47.0,25000.0,25000.0,0,0.0,388.0,Moved_place_not_reported,0,P
Rented,999999.0,575.0,37731.0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Partner_friend_visitor,49.0,Female,White,Divorced,No_not_in_school,Grade_11,Not_enrolled,16.0,15.0,10063.0,10063.0,0,0.0,156.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,94000.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,53.0,Male,White,Married_spouse_present,Yes_in_school,1_to_3_years_of_college,Private_school_(19601990),41.0,68.0,70000.0,70000.0,0,0.0,501.0,Same_house,5,P
Rented,999999.0,1000.0,51882.0,1,1,1,1,0,0,0,0,2,1,4,2,0,1,0,Head_Householder,41.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,41.0,68.0,30000.0,0.0,0,0.0,413.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),225000.0,0.0,58000.0,1,1,1,1,0,0,0,0,1,2,4,2,0,1,0,Spouse,47.0,Male,Chinese,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,41.0,68.0,18000.0,0.0,0,0.0,461.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),187500.0,0.0,40000.0,1,1,1,1,0,0,0,0,1,1,5,3,1,1,0,Spouse,32.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,270.0,Moved_place_not_reported,0,P
Rented,999999.0,512.0,23678.0,3,0,0,2,0,0,4,3,0,0,2,0,0,3,0,Partner_friend_visitor,21.0,Male,White,Never_married_single,No_not_in_school,Grade_11,Not_enrolled,29.0,27.0,11000.0,11000.0,0,0.0,245.0,Moved_place_not_reported,0,N
Owned_or_being_bought_(loan),187500.0,0.0,18000.0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,26.0,Male,White,Never_married_single,No_not_in_school,Grade_12,Not_enrolled,26.0,22.0,18000.0,18000.0,0,0.0,279.0,Same_house,7,P
Rented,999999.0,575.0,58600.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,6.0,Female,White,Never_married_single,Yes_in_school,None_or_preschool,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,466.0,Same_house,0,P
Owned_or_being_bought_(loan),225000.0,0.0,10000.0,1,1,1,1,0,0,0,0,2,1,5,3,0,1,0,Head_Householder,43.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,29.0,27.0,10000.0,10000.0,0,0.0,64.0,Same_house,5,P
Owned_or_being_bought_(loan),112500.0,0.0,52428.0,1,1,1,1,0,0,0,0,1,1,4,2,0,1,0,Spouse,52.0,Female,Other_Asian_or_Pacific,Married_spouse_present,No_not_in_school,Grade_5-8,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,410.0,Same_house,0,P
